Order ID,Date,Product,Country Code,  UnitCost  ,  UnitPrice  ,SalesQuantity
208691,01/02/2017,Lemon & Ginger Tea (Paris),FRA,1.63,8.16,515
208692,02/02/2017,Chocolate Chip Muffin (Hamilton),NZL,1.09,5.44,560
208693,03/02/2017,Chicken Fajita Wrap (Graz),AUT,1.88,9.4,399
208694,04/02/2017,Blueberry Muffin (Stuttgart),DEU,1.73,8.66,502
208695,05/02/2017,Chocolate Chip Muffin (London),GBR,2.16,10.82,371
208696,06/02/2017,Butter Croissant (Birmingham),GBR,0.64,3.18,311
208697,07/02/2017,Tea (Auckland),NZL,0.79,3.94,205
208698,08/02/2017,Tomato Juice (Berlin),DEU,1.29,6.46,275
208699,09/02/2017,Green Tea (Seattle),USA,1,5.02,214
208700,10/02/2017,Almond Croissant (Portland),USA,1.12,5.58,266
208701,11/02/2017,Fruit Box (Munich),DEU,1.04,5.2,236
208702,12/02/2017,Blueberry Muffin (Seattle),USA,1.94,9.72,523
208703,13/02/2017,Chocolate Chip Muffin (Brussels),BEL,1.76,8.8,502
208704,14/02/2017,BLT Sandwich (Lausanne),CHE,0.75,3.76,303
208705,15/02/2017,Lemon & Ginger Tea (Tromsø),NOR,1.19,5.94,437
208706,16/02/2017,Almond Croissant (Melbourne),AUS,2.01,10.04,204
208707,17/02/2017,Tea (Lausanne),CHE,1.64,8.22,291
208708,18/02/2017,Porridge (Portland),USA,1.49,7.46,295
208709,19/02/2017,Almond Croissant (Edinburgh),GBR,1.89,9.44,532
208710,20/02/2017,Cheese & Pickle Sandwich (Gdańsk),POL,1.22,6.08,551
208711,21/02/2017,Butter Croissant (Tromsø),NOR,0.7,3.48,244
208712,22/02/2017,Tuna Melt Panini (Boston),USA,1.64,8.22,202
208713,23/02/2017,Orange Juice (Paris),FRA,0.78,3.9,506
208714,24/02/2017,Apple Juice (Glasgow),GBR,1.89,9.46,376
208715,25/02/2017,Chocolate Twist (Lille),FRA,1.73,8.64,494
208716,26/02/2017,Green Tea (San Diego),USA,2.02,10.12,318
208717,27/02/2017,Peach Juice (Melbourne),AUS,0.93,4.66,238
208718,28/02/2017,Chicken Salad Sandwich (Kirkland),USA,1.52,7.6,470
208719,28/02/2017,Chicken Fajita Wrap (Stockholm),SWE,1.57,7.86,539
208720,01/03/2017,Chicken Fajita Wrap (Tromsø),NOR,1.66,8.28,476
208721,02/03/2017,Chocolate Twist (Cardiff),GBR,1.4,7.02,272
208722,03/03/2017,Lemon & Ginger Tea (Edinburgh),GBR,1.56,7.82,252
208723,04/03/2017,BLT Sandwich (Boston),USA,1.24,6.2,410
208724,05/03/2017,Still Water (Southampton),GBR,0.75,3.76,431
208725,06/03/2017,Chicken Salad Sandwich (Southampton),GBR,1.32,6.58,453
208726,07/03/2017,Tomato Juice (Hamilton),NZL,1.12,5.62,262
208727,08/03/2017,Still Water (Hamilton),NZL,1.59,7.96,488
208728,09/03/2017,Lemon & Ginger Tea (Portland),USA,1.06,5.32,433
208729,10/03/2017,Tomato Juice (Dresden),DEU,1.63,8.14,530
208730,11/03/2017,Tuna Melt Panini (Katowice),POL,1.22,6.12,570
208731,12/03/2017,Almond Croissant (Toronto),CAN,1.25,6.26,228
208732,13/03/2017,Blueberry Muffin (Kirkland),USA,1.21,6.06,300
208733,14/03/2017,Porridge (Glasgow),GBR,1.7,8.52,573
208734,15/03/2017,Tea (Edinburgh),GBR,0.96,4.82,585
208735,16/03/2017,Butter Croissant (Brussels),BEL,1.23,6.14,412
208736,17/03/2017,Ham & Cheese Toastie (Graz),AUT,0.82,4.08,360
208737,18/03/2017,Almond Croissant (Odense),DNK,0.76,3.82,477
208738,19/03/2017,Blueberry Muffin (Boston),USA,1.34,6.72,543
208739,20/03/2017,Tomato Juice (Salzburg),AUT,1.72,8.62,400
208740,21/03/2017,Still Water (Lille),FRA,2.02,10.1,220
208741,22/03/2017,Tomato Juice (London),GBR,1.99,9.96,565
208742,23/03/2017,Tomato Juice (Albuquerque),USA,0.78,3.88,226
208743,24/03/2017,Lemon & Ginger Tea (Potsdam),DEU,1.06,5.3,573
208744,25/03/2017,Lemon & Ginger Tea (Hamilton),NZL,1.97,9.86,457
208745,26/03/2017,Tomato Juice (Southampton),GBR,0.9,4.5,409
208746,27/03/2017,Fruit Box (Edinburgh),GBR,1.43,7.14,208
208747,28/03/2017,Chocolate Chip Muffin (Dresden),DEU,2.05,10.26,329
208748,29/03/2017,BLT Sandwich (Sønderborg),DNK,1.37,6.84,310
208749,30/03/2017,Green Tea (Madison),USA,1.72,8.6,267
208750,31/03/2017,Apple Juice (Copenhagan),DNK,1.05,5.24,252
208751,01/04/2017,Sparkling Water (Lille),FRA,1.05,5.24,435
208752,02/04/2017,Green Tea (Lille),FRA,1.16,5.78,353
208753,03/04/2017,Porridge (Odense),DNK,1.58,7.88,396
208754,04/04/2017,Green Tea (Graz),AUT,1.76,8.8,293
208755,05/04/2017,Chocolate Chip Muffin (Seattle),USA,0.8,4,418
208756,06/04/2017,Peach Juice (Canberra),AUS,0.87,4.34,398
208757,07/04/2017,Chocolate Twist (Sydney),AUS,1.54,7.7,462
208758,08/04/2017,Fruit Box (Potsdam),DEU,1.16,5.82,209
208759,09/04/2017,Orange Juice (Auckland),NZL,1.1,5.5,589
208760,10/04/2017,Chocolate Twist (Seattle),USA,1.04,5.2,518
208761,11/04/2017,Apple Juice (Munich),DEU,0.75,3.74,387
208762,12/04/2017,Butter Croissant (San Diego),USA,0.74,3.72,205
208763,13/04/2017,Porridge (Berlin),DEU,2.09,10.44,464
208764,14/04/2017,Butter Croissant (Portland),USA,1.86,9.32,525
208765,15/04/2017,Peach Juice (Dublin),IRL,2.08,10.38,230
208766,16/04/2017,Toast (San Francisco),USA,0.62,3.12,365
208767,17/04/2017,Peach Juice (San Francisco),USA,1.97,9.86,503
208768,18/04/2017,Cheese & Pickle Sandwich (Seattle),USA,0.66,3.3,263
208769,19/04/2017,Chicken Salad Sandwich (Strasbourg),FRA,1.78,8.92,559
208770,20/04/2017,BLT Sandwich (Lille),FRA,0.74,3.72,232
208771,21/04/2017,Green Tea (London),GBR,0.85,4.24,204
208772,22/04/2017,Apple Juice (Toronto),CAN,1.14,5.68,549
208773,23/04/2017,Tomato Juice (Tromsø),NOR,2.06,10.3,220
208774,24/04/2017,Ham & Cheese Toastie (Toronto),CAN,1.35,6.74,494
208775,25/04/2017,Peach Juice (Dresden),DEU,2.18,10.92,503
208776,26/04/2017,Cheese & Pickle Sandwich (Geneva),CHE,1.26,6.3,319
208777,27/04/2017,Butter Croissant (Sønderborg),DNK,1.96,9.8,301
208778,28/04/2017,Still Water (Melbourne),AUS,0.77,3.86,486
208779,29/04/2017,Coffee (San Francisco),USA,1.2,5.98,384
208780,30/04/2017,Tomato Juice (San Diego),USA,1.18,5.9,345
208781,01/05/2017,Fruit Box (San Diego),USA,0.72,3.6,343
208782,02/05/2017,Tea (Copenhagan),DNK,1.31,6.54,424
208783,03/05/2017,Sparkling Water (Hamilton),NZL,0.97,4.84,256
208784,04/05/2017,Butter Croissant (Potsdam),DEU,0.8,4,393
208785,05/05/2017,Cheese & Pickle Sandwich (Kirkland),USA,1.57,7.84,495
208786,06/05/2017,Almond Croissant (Munich),DEU,2,10,304
208787,07/05/2017,Toast (Glasgow),GBR,1.74,8.68,494
208788,08/05/2017,Tea (Edinburgh),GBR,2.12,10.58,313
208789,09/05/2017,Sparkling Water (Toulouse),FRA,1.94,9.68,452
208790,10/05/2017,Chicken Fajita Wrap (Birmingham),GBR,1.32,6.58,506
208791,11/05/2017,Porridge (Potsdam),DEU,2.08,10.42,379
208792,12/05/2017,Chocolate Chip Muffin (Madison),USA,0.74,3.72,218
208793,13/05/2017,BLT Sandwich (Munich),DEU,0.78,3.9,400
208794,14/05/2017,Chicken Salad Sandwich (Munich),DEU,1.17,5.84,572
208795,15/05/2017,Porridge (Dresden),DEU,1.78,8.9,352
208796,16/05/2017,Butter Croissant (Dresden),DEU,0.72,3.62,457
208797,17/05/2017,Tea (Austin),USA,1.84,9.18,504
208798,18/05/2017,Apple Juice (Katowice),POL,0.68,3.38,356
208799,19/05/2017,Sparkling Water (Auckland),NZL,2.15,10.74,392
208800,20/05/2017,Tea (Lille),FRA,1.42,7.12,363
208801,21/05/2017,Butter Croissant (Brussels),BEL,0.61,3.04,482
208802,22/05/2017,Chocolate Chip Muffin (Munich),DEU,2.05,10.26,570
208803,23/05/2017,Tuna Melt Panini (Toulouse),FRA,0.75,3.76,245
208804,24/05/2017,Apple Juice (Hamilton),NZL,1.44,7.18,346
208805,25/05/2017,Green Tea (Hamilton),NZL,0.94,4.7,348
208806,26/05/2017,Apple Juice (Manchester),GBR,1.94,9.7,309
208807,27/05/2017,Cheese & Pickle Sandwich (Seattle),USA,0.76,3.78,379
208808,28/05/2017,Apple Juice (Boston),USA,1.5,7.5,322
208809,29/05/2017,Porridge (Brussels),BEL,0.69,3.46,469
208810,30/05/2017,Blueberry Muffin (Boston),USA,0.88,4.4,517
208811,31/05/2017,Chocolate Chip Muffin (Stockholm),SWE,1.39,6.94,271
208812,01/06/2017,Porridge (Austin),USA,1.1,5.5,445
208813,02/06/2017,Porridge (Dublin),IRL,1.22,6.12,552
208814,03/06/2017,Still Water (Canberra),AUS,0.87,4.34,270
208815,04/06/2017,Ham & Cheese Toastie (Galway),IRL,1.16,5.82,203
208816,05/06/2017,Peach Juice (Kirkland),USA,1.12,5.6,581
208817,06/06/2017,Chicken Fajita Wrap (San Francisco),USA,1.54,7.68,401
208818,07/06/2017,Toast (Galway),IRL,1.2,6.02,363
208819,08/06/2017,Cheese & Pickle Sandwich (Austin),USA,1.92,9.62,489
208820,09/06/2017,Tea (Portland),USA,1.92,9.62,248
208821,10/06/2017,Almond Croissant (Albuquerque),USA,1.76,8.78,392
208822,11/06/2017,Apple Juice (Salzburg),AUT,1.22,6.1,280
208823,12/06/2017,Cheese & Pickle Sandwich (Odense),DNK,0.72,3.6,298
208824,13/06/2017,Blueberry Muffin (Katowice),POL,1.41,7.06,323
208825,14/06/2017,Sparkling Water (Sydney),AUS,2.06,10.28,534
208826,15/06/2017,Almond Croissant (Edinburgh),GBR,0.67,3.36,587
208827,16/06/2017,Tuna Melt Panini (San Francisco),USA,2.1,10.52,401
208828,17/06/2017,Blueberry Muffin (Lille),FRA,0.78,3.9,487
208829,18/06/2017,Tuna Melt Panini (Copenhagan),DNK,1.25,6.24,342
208830,19/06/2017,Lemon & Ginger Tea (Galway),IRL,2.18,10.92,232
208831,20/06/2017,Green Tea (Dublin),IRL,2.06,10.32,531
208832,21/06/2017,Orange Juice (Dublin),IRL,0.91,4.56,301
208833,22/06/2017,Lemon & Ginger Tea (Albuquerque),USA,0.9,4.48,415
208834,23/06/2017,Chocolate Chip Muffin (Potsdam),DEU,0.83,4.14,329
208835,24/06/2017,Chocolate Twist (Toulouse),FRA,1.89,9.46,580
208836,25/06/2017,Tomato Juice (Madison),USA,1.64,8.22,361
208837,26/06/2017,Cheese & Pickle Sandwich (Dublin),IRL,1.51,7.54,479
208838,27/06/2017,Blueberry Muffin (Seattle),USA,1.54,7.7,206
208839,28/06/2017,Peach Juice (Austin),USA,0.86,4.28,221
208840,29/06/2017,Lemon & Ginger Tea (Dublin),IRL,2.14,10.68,312
208841,30/06/2017,Peach Juice (Albuquerque),USA,1.26,6.28,563
208842,01/07/2017,Almond Croissant (Geneva),CHE,1.94,9.68,250
208843,02/07/2017,Apple Juice (Copenhagan),DNK,1.81,9.04,472
208844,03/07/2017,Tomato Juice (San Diego),USA,0.88,4.38,576
208845,04/07/2017,Coffee (Geneva),CHE,0.68,3.4,230
208846,05/07/2017,Tea (Potsdam),DEU,0.74,3.7,224
208847,06/07/2017,Porridge (Sydney),AUS,2.03,10.14,527
208848,07/07/2017,Still Water (Munich),DEU,1.48,7.4,366
208849,08/07/2017,Tuna Melt Panini (Edinburgh),GBR,0.95,4.74,491
208850,09/07/2017,Lemon & Ginger Tea (Austin),USA,1.65,8.24,313
208851,10/07/2017,Peach Juice (Stuttgart),DEU,1.47,7.34,217
208852,11/07/2017,Porridge (Tromsø),NOR,1.77,8.86,512
208853,12/07/2017,Almond Croissant (Hamilton),NZL,0.61,3.04,520
208854,13/07/2017,Green Tea (Kirkland),USA,1.61,8.04,573
208855,14/07/2017,Sparkling Water (Odense),DNK,1.88,9.38,231
208856,15/07/2017,Chocolate Chip Muffin (Berlin),DEU,0.98,4.9,574
208857,16/07/2017,Chicken Fajita Wrap (Birmingham),GBR,1.36,6.8,585
208858,17/07/2017,Almond Croissant (Stuttgart),DEU,1.52,7.6,300
208859,18/07/2017,Coffee (Strasbourg),FRA,1.02,5.12,455
208860,19/07/2017,Tuna Melt Panini (Kraków),POL,1.22,6.1,343
208861,20/07/2017,Still Water (Manchester),GBR,1.54,7.7,529
208862,21/07/2017,Blueberry Muffin (Paris),FRA,1.82,9.08,445
208863,22/07/2017,Green Tea (Kraków),POL,0.82,4.1,557
208864,23/07/2017,Tomato Juice (Munich),DEU,1.07,5.36,381
208865,24/07/2017,Blueberry Muffin (Hamilton),NZL,0.72,3.62,398
208866,25/07/2017,Chocolate Chip Muffin (Canberra),AUS,1.36,6.8,568
208867,26/07/2017,Green Tea (Copenhagan),DNK,2.18,10.88,242
208868,27/07/2017,Tomato Juice (Lille),FRA,0.88,4.4,446
208869,28/07/2017,Apple Juice (Dublin),IRL,1.98,9.9,442
208870,29/07/2017,Still Water (Galway),IRL,2.05,10.24,258
208871,30/07/2017,Tuna Melt Panini (Portland),USA,1.31,6.56,455
208872,31/07/2017,Toast (Strasbourg),FRA,0.76,3.78,553
208873,01/08/2017,Toast (Paris),FRA,1.92,9.62,285
208874,02/08/2017,Coffee (Katowice),POL,1.47,7.34,222
208875,03/08/2017,Fruit Box (Hamilton),NZL,1.24,6.22,456
208876,04/08/2017,Blueberry Muffin (Copenhagan),DNK,1,4.98,223
208877,05/08/2017,BLT Sandwich (Gdańsk),POL,1.63,8.16,228
208878,06/08/2017,Tuna Melt Panini (Vancouver),CAN,1,5,466
208879,07/08/2017,BLT Sandwich (Toulouse),FRA,1.04,5.2,523
208880,08/08/2017,Porridge (Dublin),IRL,1.82,9.1,246
208881,09/08/2017,Green Tea (Stockholm),SWE,1.85,9.26,222
208882,10/08/2017,Cheese & Pickle Sandwich (Kirkland),USA,1.35,6.74,596
208883,11/08/2017,Fruit Box (San Francisco),USA,1.65,8.26,306
208884,12/08/2017,Tomato Juice (Sydney),AUS,1.09,5.46,396
208885,13/08/2017,Porridge (Birmingham),GBR,1.54,7.72,511
208886,14/08/2017,Blueberry Muffin (Munich),DEU,0.62,3.12,533
208887,15/08/2017,Tuna Melt Panini (Stockholm),SWE,1.32,6.58,441
208888,16/08/2017,Coffee (Lausanne),CHE,1.61,8.04,319
208889,17/08/2017,Chocolate Chip Muffin (Portland),USA,0.69,3.46,437
208890,18/08/2017,Cheese & Pickle Sandwich (Tromsø),NOR,1.92,9.62,419
208891,19/08/2017,Chicken Fajita Wrap (Tromsø),NOR,1.16,5.78,280
208892,20/08/2017,Orange Juice (Boston),USA,1.87,9.34,500
208893,21/08/2017,Coffee (Glasgow),GBR,1.68,8.38,321
208894,22/08/2017,Still Water (Odense),DNK,1.28,6.38,566
208895,23/08/2017,Orange Juice (London),GBR,2.08,10.38,546
208896,24/08/2017,Butter Croissant (Kraków),POL,0.83,4.14,395
208897,25/08/2017,Ham & Cheese Toastie (Stuttgart),DEU,1.94,9.68,417
208898,26/08/2017,Peach Juice (Stuttgart),DEU,0.98,4.88,243
208899,27/08/2017,Chocolate Chip Muffin (Hamburg),DEU,2.06,10.32,429
208900,28/08/2017,Chicken Fajita Wrap (Glasgow),GBR,0.99,4.96,571
208901,29/08/2017,Tea (Birmingham),GBR,1.82,9.08,453
208902,30/08/2017,Peach Juice (Portland),USA,0.92,4.62,308
208903,31/08/2017,Porridge (Salzburg),AUT,1.79,8.94,279
208904,01/09/2017,Peach Juice (Odense),DNK,1.93,9.64,258
208905,02/09/2017,Tuna Melt Panini (Graz),AUT,0.88,4.42,457
208906,03/09/2017,Chocolate Chip Muffin (Brussels),BEL,0.68,3.38,246
208907,04/09/2017,Orange Juice (Sønderborg),DNK,1.08,5.4,212
208908,05/09/2017,Apple Juice (Vancouver),CAN,1.9,9.52,300
208909,06/09/2017,Chicken Salad Sandwich (Dresden),DEU,1.26,6.3,383
208910,07/09/2017,Blueberry Muffin (London),GBR,0.95,4.74,361
208911,08/09/2017,Chocolate Chip Muffin (Seattle),USA,0.63,3.16,376
208912,09/09/2017,Cheese & Pickle Sandwich (Potsdam),DEU,1.22,6.12,401
208913,10/09/2017,Tuna Melt Panini (Sydney),AUS,0.93,4.66,600
208914,11/09/2017,BLT Sandwich (Stockholm),SWE,1.02,5.1,502
208915,12/09/2017,Chicken Salad Sandwich (Sønderborg),DNK,2.2,11,217
208916,13/09/2017,Apple Juice (Strasbourg),FRA,1.78,8.9,333
208917,14/09/2017,Cheese & Pickle Sandwich (Canberra),AUS,0.9,4.52,245
208918,15/09/2017,Apple Juice (Sønderborg),DNK,1.92,9.62,498
208919,16/09/2017,Orange Juice (Sønderborg),DNK,1.3,6.5,277
208920,17/09/2017,Tuna Melt Panini (Brussels),BEL,1.7,8.52,591
208921,18/09/2017,Porridge (Dresden),DEU,0.92,4.6,446
208922,19/09/2017,Tomato Juice (Hamilton),NZL,1.16,5.82,263
208923,20/09/2017,Butter Croissant (Lille),FRA,1.34,6.72,414
208924,21/09/2017,Tuna Melt Panini (Boston),USA,0.72,3.6,501
208925,22/09/2017,Butter Croissant (Auckland),NZL,1.96,9.78,502
208926,23/09/2017,Lemon & Ginger Tea (Gdańsk),POL,1.95,9.76,583
208927,24/09/2017,Cheese & Pickle Sandwich (Birmingham),GBR,1.09,5.46,475
208928,25/09/2017,Still Water (Portland),USA,2.1,10.48,460
208929,26/09/2017,Toast (Dublin),IRL,1.45,7.24,371
208930,27/09/2017,Sparkling Water (Hamburg),DEU,1.39,6.94,418
208931,28/09/2017,Lemon & Ginger Tea (Graz),AUT,1.01,5.04,392
208932,29/09/2017,Peach Juice (Berlin),DEU,1.98,9.88,383
208933,30/09/2017,Lemon & Ginger Tea (Lille),FRA,1.54,7.68,322
208934,01/10/2017,Tea (Sønderborg),DNK,1.36,6.8,292
208935,02/10/2017,Ham & Cheese Toastie (Glasgow),GBR,1.74,8.72,513
208936,03/10/2017,Lemon & Ginger Tea (Stockholm),SWE,1.42,7.12,427
208937,04/10/2017,Toast (Strasbourg),FRA,2.02,10.12,278
208938,05/10/2017,Toast (Lausanne),CHE,1.6,8,275
208939,06/10/2017,Porridge (Berlin),DEU,1.36,6.78,559
208940,07/10/2017,Lemon & Ginger Tea (Potsdam),DEU,1.69,8.46,236
208941,08/10/2017,Tuna Melt Panini (Birmingham),GBR,1.28,6.4,404
208942,09/10/2017,Peach Juice (Salzburg),AUT,0.8,4,562
208943,10/10/2017,Blueberry Muffin (Geneva),CHE,0.9,4.48,263
208944,11/10/2017,Green Tea (Portland),USA,1.2,6.02,225
208945,12/10/2017,Blueberry Muffin (Edinburgh),GBR,1.19,5.96,355
208946,13/10/2017,Cheese & Pickle Sandwich (Potsdam),DEU,1.46,7.32,418
208947,14/10/2017,Chocolate Chip Muffin (Stuttgart),DEU,1.81,9.04,269
208948,15/10/2017,Chocolate Twist (San Diego),USA,0.96,4.82,432
208949,16/10/2017,Lemon & Ginger Tea (Vancouver),CAN,0.79,3.94,474
208950,17/10/2017,Cheese & Pickle Sandwich (Dublin),IRL,1.99,9.96,323
208951,18/10/2017,Blueberry Muffin (Manchester),GBR,1.05,5.24,518
208952,19/10/2017,Toast (Austin),USA,2.03,10.16,483
208953,20/10/2017,Green Tea (Brussels),BEL,0.85,4.24,525
208954,21/10/2017,Tea (Tromsø),NOR,2.08,10.38,275
208955,22/10/2017,Almond Croissant (Seattle),USA,1.15,5.76,464
208956,23/10/2017,Chocolate Chip Muffin (Birmingham),GBR,2.15,10.76,236
208957,24/10/2017,Coffee (Sydney),AUS,1.04,5.2,477
208958,25/10/2017,Coffee (Lausanne),CHE,0.79,3.94,387
208959,26/10/2017,Almond Croissant (Toronto),CAN,1.13,5.66,363
208960,27/10/2017,Apple Juice (Munich),DEU,1.11,5.56,309
208961,28/10/2017,BLT Sandwich (Dresden),DEU,1.77,8.86,370
208962,29/10/2017,Chicken Fajita Wrap (Birmingham),GBR,1.52,7.6,457
208963,30/10/2017,Fruit Box (Auckland),NZL,1.18,5.9,563
208964,31/10/2017,Cheese & Pickle Sandwich (Manchester),GBR,1.28,6.4,524
208965,01/11/2017,Chocolate Twist (Stockholm),SWE,1.2,6,341
208966,02/11/2017,Toast (San Diego),USA,2.16,10.82,287
208967,03/11/2017,Tea (Kirkland),USA,1.48,7.4,496
208968,04/11/2017,Tuna Melt Panini (Paris),FRA,1.76,8.78,388
208969,05/11/2017,Chocolate Twist (Paris),FRA,1.36,6.78,233
208970,06/11/2017,Cheese & Pickle Sandwich (Vancouver),CAN,1.59,7.96,502
208971,07/11/2017,Toast (Galway),IRL,0.62,3.08,356
208972,08/11/2017,Still Water (Sydney),AUS,0.98,4.9,351
208973,09/11/2017,Tuna Melt Panini (Graz),AUT,1.22,6.08,214
208974,10/11/2017,Green Tea (Geneva),CHE,1.64,8.2,392
208975,11/11/2017,Tea (Brussels),BEL,1.37,6.86,345
208976,12/11/2017,Green Tea (Dublin),IRL,1.34,6.7,507
208977,13/11/2017,Tea (Melbourne),AUS,0.94,4.68,480
208978,14/11/2017,Orange Juice (Lausanne),CHE,1.57,7.84,541
208979,15/11/2017,Toast (Potsdam),DEU,1.28,6.4,563
208980,16/11/2017,Tuna Melt Panini (Austin),USA,0.92,4.6,490
208981,17/11/2017,Almond Croissant (Vancouver),CAN,1.09,5.44,562
208982,18/11/2017,Tomato Juice (Madison),USA,1.06,5.3,216
208983,19/11/2017,Still Water (Auckland),NZL,1.19,5.94,375
208984,20/11/2017,BLT Sandwich (Southampton),GBR,1.25,6.26,377
208985,21/11/2017,Ham & Cheese Toastie (Toulouse),FRA,1.14,5.7,297
208986,22/11/2017,Orange Juice (Paris),FRA,1.31,6.56,517
208987,23/11/2017,BLT Sandwich (Seattle),USA,1.74,8.72,481
208988,24/11/2017,Toast (Lille),FRA,0.83,4.14,403
208989,25/11/2017,Ham & Cheese Toastie (Glasgow),GBR,1.72,8.58,417
208990,26/11/2017,Chocolate Twist (Cardiff),GBR,0.82,4.1,301
208991,27/11/2017,Peach Juice (Brussels),BEL,1.66,8.32,266
208992,28/11/2017,Still Water (Katowice),POL,0.9,4.5,576
208993,29/11/2017,Still Water (Sydney),AUS,0.89,4.46,578
208994,30/11/2017,Coffee (Albuquerque),USA,1.76,8.78,289
208995,01/12/2017,BLT Sandwich (Dresden),DEU,1.81,9.04,278
208996,02/12/2017,Ham & Cheese Toastie (Stuttgart),DEU,1.72,8.6,548
208997,03/12/2017,Chicken Fajita Wrap (Lille),FRA,1.88,9.38,432
208998,04/12/2017,Blueberry Muffin (Edinburgh),GBR,2.18,10.9,567
208999,05/12/2017,Still Water (Kirkland),USA,0.94,4.68,230
209000,06/12/2017,Ham & Cheese Toastie (San Diego),USA,1.76,8.82,266
209001,07/12/2017,Tomato Juice (Lausanne),CHE,0.95,4.74,459
209002,08/12/2017,Lemon & Ginger Tea (Toulouse),FRA,1.68,8.4,504
209003,09/12/2017,Tuna Melt Panini (San Francisco),USA,1.96,9.8,434
209004,10/12/2017,Blueberry Muffin (Madison),USA,1.21,6.06,570
209005,11/12/2017,Blueberry Muffin (Madison),USA,1.75,8.76,508
209006,12/12/2017,Almond Croissant (Southampton),GBR,1.12,5.62,568
209007,13/12/2017,Almond Croissant (Kirkland),USA,0.66,3.32,304
209008,14/12/2017,BLT Sandwich (Geneva),CHE,1.54,7.7,216
209009,15/12/2017,Tomato Juice (Katowice),POL,1.84,9.18,582
209010,16/12/2017,Coffee (Glasgow),GBR,1.08,5.42,292
209011,17/12/2017,Ham & Cheese Toastie (Copenhagan),DNK,0.98,4.92,397
209012,18/12/2017,Orange Juice (Geneva),CHE,1.47,7.36,205
209013,19/12/2017,Porridge (Paris),FRA,1.16,5.82,537
209014,20/12/2017,Porridge (Graz),AUT,0.8,4.02,312
209015,21/12/2017,Butter Croissant (San Diego),USA,0.76,3.82,211
209016,22/12/2017,Butter Croissant (Stuttgart),DEU,1.26,6.32,484
209017,23/12/2017,Tomato Juice (Birmingham),GBR,2.18,10.88,282
209018,24/12/2017,Cheese & Pickle Sandwich (San Diego),USA,1.47,7.36,277
209019,25/12/2017,Peach Juice (Dresden),DEU,1.04,5.18,408
209020,26/12/2017,Chocolate Twist (Sydney),AUS,2.02,10.12,250
209021,27/12/2017,Still Water (Dublin),IRL,0.79,3.96,541
209022,28/12/2017,Chocolate Twist (Cardiff),GBR,1.61,8.06,572
209023,29/12/2017,Green Tea (Berlin),DEU,1.79,8.96,321
209024,30/12/2017,Lemon & Ginger Tea (London),GBR,0.9,4.48,466
209025,31/12/2017,Chocolate Twist (Tromsø),NOR,2.18,10.9,439
209026,01/01/2017,Still Water (Copenhagan),DNK,2.18,10.92,220
209027,02/01/2017,Chocolate Chip Muffin (Geneva),CHE,1.56,7.78,279
209028,03/01/2017,Tuna Melt Panini (Toulouse),FRA,2.05,10.26,380
