Order ID,Date,Product,Country Code,  UnitCost  ,  UnitPrice  ,SalesQuantity
821558,2/12/2019,Porridge (Strasbourg),FRA,0.51,2.54,448
821559,2/13/2019,Butter Croissant (Brussels),BEL,0.39,1.93,217
821560,2/14/2019,Tuna Melt Panini (Vancouver),CAN,0.64,3.18,285
821561,2/15/2019,Coffee (Cardiff),GBR,0.43,2.17,309
821562,2/16/2019,Tuna Melt Panini (Birmingham),GBR,0.5,2.49,295
821563,2/17/2019,Apple Juice (Cardiff),GBR,0.37,1.84,463
821564,2/18/2019,Sparkling Water (Auckland),NZL,0.95,4.74,454
821565,2/19/2019,Apple Juice (Austin),USA,0.94,4.72,242
821566,2/20/2019,Orange Juice (Lausanne),CHE,0.59,2.97,410
821567,2/21/2019,Butter Croissant (Birmingham),GBR,0.78,3.91,425
821568,2/22/2019,Coffee (Toulouse),FRA,0.43,2.15,459
821569,2/23/2019,Chicken Salad Sandwich (Odense),DNK,0.93,4.66,421
821570,2/24/2019,Tomato Juice (San Francisco),USA,0.81,4.07,360
821571,2/25/2019,Toast (Hamilton),NZL,0.7,3.48,207
821572,2/26/2019,Apple Juice (Berlin),DEU,0.53,2.66,439
821573,2/27/2019,Sparkling Water (Brussels),BEL,0.9,4.5,203
821574,2/28/2019,Sparkling Water (Stuttgart),DEU,0.5,2.51,281
821575,3/1/2019,Chocolate Twist (Seattle),USA,0.86,4.32,284
821576,3/2/2019,Cheese & Pickle Sandwich (Glasgow),GBR,1.03,5.17,260
821577,3/3/2019,Chocolate Twist (Austin),USA,0.83,4.13,340
821578,3/4/2019,Lemon & Ginger Tea (Austin),USA,0.38,1.92,305
821579,3/5/2019,Chicken Fajita Wrap (Tromsø),NOR,0.6,2.98,315
821580,3/6/2019,Coffee (Canberra),AUS,0.99,4.94,322
821581,3/7/2019,Blueberry Muffin (Paris),FRA,0.35,1.75,491
821582,3/8/2019,Butter Croissant (Toulouse),FRA,1.1,5.48,228
821583,3/9/2019,Chicken Fajita Wrap (Glasgow),GBR,0.81,4.05,359
821584,3/10/2019,Almond Croissant (Sydney),AUS,0.74,3.69,252
821585,3/11/2019,Toast (Lausanne),CHE,0.76,3.81,283
821586,3/12/2019,Coffee (Strasbourg),FRA,1.04,5.22,299
821587,3/13/2019,Cheese & Pickle Sandwich (Graz),AUT,1.01,5.03,263
821588,3/14/2019,Toast (Glasgow),GBR,0.83,4.16,472
821589,3/15/2019,Chicken Fajita Wrap (San Francisco),USA,0.37,1.83,422
821590,3/16/2019,Ham & Cheese Toastie (Stuttgart),DEU,0.65,3.27,375
821591,3/17/2019,Fruit Box (Lille),FRA,0.92,4.62,234
821592,3/18/2019,Cheese & Pickle Sandwich (Sydney),AUS,0.6,2.99,493
821593,3/19/2019,Butter Croissant (Copenhagan),DNK,0.96,4.8,462
821594,3/20/2019,Blueberry Muffin (San Francisco),USA,0.77,3.83,483
821595,3/21/2019,Butter Croissant (Canberra),AUS,0.59,2.97,363
821596,3/22/2019,Lemon & Ginger Tea (Sydney),AUS,0.33,1.67,492
821597,3/23/2019,Coffee (Dresden),DEU,0.38,1.88,450
821598,3/24/2019,Sparkling Water (Dublin),IRL,1.08,5.42,377
821599,3/25/2019,Toast (Glasgow),GBR,0.87,4.36,269
821600,3/26/2019,Fruit Box (Kirkland),USA,0.88,4.38,466
821601,3/27/2019,Apple Juice (Stockholm),SWE,0.48,2.4,483
821602,3/28/2019,Ham & Cheese Toastie (Salzburg),AUT,0.71,3.56,346
821603,3/29/2019,Blueberry Muffin (Vancouver),CAN,0.59,2.95,492
821604,3/30/2019,Chicken Salad Sandwich (London),GBR,0.9,4.51,367
821605,3/31/2019,Almond Croissant (Southampton),GBR,0.33,1.64,497
821606,4/1/2019,BLT Sandwich (Munich),DEU,0.65,3.26,419
821607,4/2/2019,Apple Juice (Lausanne),CHE,0.53,2.64,254
821608,4/3/2019,Porridge (Dresden),DEU,0.41,2.07,338
821609,4/4/2019,Sparkling Water (Melbourne),AUS,0.37,1.84,219
821610,4/5/2019,Lemon & Ginger Tea (Potsdam),DEU,0.49,2.44,200
821611,4/6/2019,Butter Croissant (Potsdam),DEU,0.39,1.94,254
821612,4/7/2019,Coffee (Geneva),CHE,0.82,4.11,495
821613,4/8/2019,Cheese & Pickle Sandwich (Munich),DEU,0.51,2.56,200
821614,4/9/2019,Toast (Vancouver),CAN,0.94,4.69,274
821615,4/10/2019,Chocolate Chip Muffin (Canberra),AUS,0.89,4.46,304
821616,4/11/2019,Cheese & Pickle Sandwich (Seattle),USA,1.01,5.06,241
821617,4/12/2019,Apple Juice (Hamburg),DEU,0.35,1.76,305
821618,4/13/2019,Peach Juice (Lille),FRA,0.5,2.5,250
821619,4/14/2019,Tomato Juice (San Diego),USA,0.7,3.48,383
821620,4/15/2019,Tea (Toulouse),FRA,0.62,3.12,279
821621,4/16/2019,Almond Croissant (Odense),DNK,0.79,3.96,231
821622,4/17/2019,Chicken Fajita Wrap (Canberra),AUS,0.56,2.81,272
821623,4/18/2019,Apple Juice (Sønderborg),DNK,0.35,1.75,332
821624,4/19/2019,Toast (Sydney),AUS,1.03,5.16,388
821625,4/20/2019,Almond Croissant (Edinburgh),GBR,0.31,1.53,368
821626,4/21/2019,Chocolate Chip Muffin (Graz),AUT,0.9,4.5,465
821627,4/22/2019,Toast (Portland),USA,1.09,5.45,361
821628,4/23/2019,Apple Juice (Auckland),NZL,0.58,2.88,476
821629,4/24/2019,Fruit Box (Hamburg),DEU,0.53,2.65,341
821630,4/25/2019,Orange Juice (Potsdam),DEU,0.35,1.77,427
821631,4/26/2019,Still Water (San Diego),USA,0.52,2.59,331
821632,4/27/2019,BLT Sandwich (Cardiff),GBR,1.06,5.31,272
821633,4/28/2019,Porridge (Odense),DNK,0.6,3,354
821634,4/29/2019,Apple Juice (Albuquerque),USA,1.06,5.29,465
821635,4/30/2019,Blueberry Muffin (Odense),DNK,0.48,2.4,209
821636,5/1/2019,Blueberry Muffin (Edinburgh),GBR,1.07,5.33,445
821637,5/2/2019,Still Water (Kirkland),USA,0.79,3.95,493
821638,5/3/2019,Apple Juice (Galway),IRL,0.95,4.76,447
821639,5/4/2019,Chicken Salad Sandwich (Dublin),IRL,0.83,4.15,286
821640,5/5/2019,Blueberry Muffin (Brussels),BEL,1.01,5.04,436
821641,5/6/2019,Ham & Cheese Toastie (Potsdam),DEU,0.96,4.82,259
821642,5/7/2019,Orange Juice (Dublin),IRL,0.47,2.36,243
821643,5/8/2019,Still Water (Graz),AUT,1,5.01,267
821644,5/9/2019,Tomato Juice (Madison),USA,0.76,3.82,350
821645,5/10/2019,Coffee (Brussels),BEL,0.45,2.26,425
821646,5/11/2019,Butter Croissant (Munich),DEU,0.83,4.17,418
821647,5/12/2019,Sparkling Water (Hamburg),DEU,0.73,3.66,388
821648,5/13/2019,Toast (San Diego),USA,1.02,5.09,357
821649,5/14/2019,Tuna Melt Panini (Auckland),NZL,0.38,1.89,469
821650,5/15/2019,Cheese & Pickle Sandwich (Kraków),POL,0.61,3.04,486
821651,5/16/2019,Cheese & Pickle Sandwich (Copenhagan),DNK,0.64,3.21,385
821652,5/17/2019,Granola Bar (Berlin),DEU,0.61,3.03,467
821653,5/18/2019,Sparkling Water (Brussels),BEL,0.33,1.66,263
821654,5/19/2019,Blueberry Muffin (Glasgow),GBR,0.8,3.98,500
821655,5/20/2019,Green Tea (Stockholm),SWE,1.05,5.25,286
821656,5/21/2019,Orange Juice (Seattle),USA,0.46,2.32,352
821657,5/22/2019,Almond Croissant (Edinburgh),GBR,0.94,4.69,415
821658,5/23/2019,Fruit Box (Boston),USA,0.61,3.06,266
821659,5/24/2019,Chocolate Twist (Strasbourg),FRA,1.07,5.37,258
821660,5/25/2019,Still Water (Hamburg),DEU,0.83,4.16,482
821661,5/26/2019,Porridge (Seattle),USA,0.9,4.51,236
821662,5/27/2019,Ham & Cheese Toastie (Hamburg),DEU,0.92,4.58,486
821663,5/28/2019,Toast (Copenhagan),DNK,1.02,5.12,300
821664,5/29/2019,Blueberry Muffin (Munich),DEU,0.37,1.85,419
821665,5/30/2019,Tea (Canberra),AUS,1,5.01,406
821666,5/31/2019,Lemon & Ginger Tea (Toulouse),FRA,0.58,2.91,310
821667,6/1/2019,Tomato Juice (Tromsø),NOR,0.84,4.21,450
821668,6/2/2019,Chocolate Chip Muffin (Lausanne),CHE,1.05,5.23,358
821669,6/3/2019,Sparkling Water (Brussels),BEL,0.73,3.66,258
821670,6/4/2019,Green Tea (Cardiff),GBR,0.51,2.56,461
821671,6/5/2019,BLT Sandwich (Dublin),IRL,0.74,3.72,220
821672,6/6/2019,Chocolate Twist (Southampton),GBR,0.34,1.69,441
821673,6/7/2019,Blueberry Muffin (Copenhagan),DNK,0.65,3.23,361
821674,6/8/2019,Granola Bar (Copenhagan),DNK,0.52,2.61,483
821675,6/9/2019,Chocolate Chip Muffin (Kraków),POL,0.56,2.81,272
821676,6/10/2019,BLT Sandwich (Katowice),POL,0.52,2.59,206
821677,6/11/2019,Still Water (Hamburg),DEU,0.37,1.83,359
821678,6/12/2019,Chicken Fajita Wrap (Katowice),POL,0.62,3.09,440
821679,6/13/2019,Green Tea (Sydney),AUS,0.86,4.28,336
821680,6/14/2019,Peach Juice (Hamburg),DEU,0.77,3.84,311
821681,6/15/2019,Sparkling Water (Austin),USA,0.97,4.87,249
821682,6/16/2019,Peach Juice (Madison),USA,0.74,3.69,427
821683,6/17/2019,Still Water (Sønderborg),DNK,0.34,1.72,241
821684,6/18/2019,Orange Juice (Geneva),CHE,0.39,1.96,486
821685,6/19/2019,Peach Juice (Strasbourg),FRA,0.4,2.01,319
821686,6/20/2019,Green Tea (Kirkland),USA,0.32,1.61,289
821687,6/21/2019,Still Water (Hamburg),DEU,0.79,3.97,292
821688,6/22/2019,Cheese & Pickle Sandwich (San Francisco),USA,0.54,2.68,447
821689,6/23/2019,Still Water (Hamilton),NZL,0.79,3.96,481
821690,6/24/2019,Porridge (Canberra),AUS,0.45,2.23,207
821691,6/25/2019,BLT Sandwich (Gdańsk),POL,0.58,2.92,225
821692,6/26/2019,Blueberry Muffin (Odense),DNK,0.89,4.43,273
821693,6/27/2019,BLT Sandwich (Brussels),BEL,0.78,3.88,278
821694,6/28/2019,Tea (Manchester),GBR,0.32,1.62,354
821695,6/29/2019,Porridge (Seattle),USA,0.99,4.94,204
821696,6/30/2019,Chocolate Twist (Manchester),GBR,0.46,2.29,412
821697,7/1/2019,Orange Juice (Auckland),NZL,0.99,4.94,471
821698,7/2/2019,Peach Juice (Dublin),IRL,0.36,1.81,266
821699,7/3/2019,Coffee (Odense),DNK,0.4,2,447
821700,7/4/2019,Chocolate Chip Muffin (Edinburgh),GBR,0.91,4.56,317
821701,7/5/2019,Chicken Salad Sandwich (Stockholm),SWE,0.99,4.94,373
821702,7/6/2019,Lemon & Ginger Tea (Hamburg),DEU,0.36,1.81,393
821703,7/7/2019,Cheese & Pickle Sandwich (Copenhagan),DNK,0.69,3.44,394
821704,7/8/2019,Still Water (Kraków),POL,0.9,4.52,367
821705,7/9/2019,Toast (Galway),IRL,1.04,5.22,382
821706,7/10/2019,Ham & Cheese Toastie (Brussels),BEL,0.84,4.2,355
821707,7/11/2019,Tea (Madison),USA,1.06,5.3,210
821708,7/12/2019,Porridge (Brussels),BEL,0.75,3.76,450
821709,7/13/2019,BLT Sandwich (Salzburg),AUT,0.81,4.05,266
821710,7/14/2019,Chocolate Chip Muffin (Auckland),NZL,0.37,1.87,205
821711,7/15/2019,Chocolate Twist (Katowice),POL,0.89,4.47,356
821712,7/16/2019,Peach Juice (Kirkland),USA,1.05,5.26,321
821713,7/17/2019,Ham & Cheese Toastie (Cardiff),GBR,0.65,3.26,245
821714,7/18/2019,Peach Juice (Geneva),CHE,0.59,2.95,321
821715,7/19/2019,Still Water (Cardiff),GBR,0.49,2.43,339
821716,7/20/2019,Butter Croissant (Albuquerque),USA,0.46,2.3,393
821717,7/21/2019,Green Tea (Cardiff),GBR,0.68,3.4,345
821718,7/22/2019,Chicken Salad Sandwich (Dublin),IRL,0.52,2.62,317
821719,7/23/2019,Chicken Fajita Wrap (Galway),IRL,0.72,3.62,374
821720,7/24/2019,Porridge (Edinburgh),GBR,0.77,3.86,451
821721,7/25/2019,Porridge (Stockholm),SWE,0.56,2.79,463
821722,7/26/2019,Sparkling Water (Lausanne),CHE,0.71,3.55,410
821723,7/27/2019,Apple Juice (Canberra),AUS,0.36,1.8,270
821724,7/28/2019,BLT Sandwich (Boston),USA,0.36,1.81,363
821725,7/29/2019,Tomato Juice (Lille),FRA,0.82,4.1,416
821726,7/30/2019,Peach Juice (Tromsø),NOR,0.72,3.62,285
821727,7/31/2019,Chicken Salad Sandwich (Graz),AUT,0.76,3.78,212
821728,8/1/2019,Orange Juice (Paris),FRA,0.89,4.45,484
821729,8/2/2019,Toast (Birmingham),GBR,0.83,4.15,294
821730,8/3/2019,Porridge (Brussels),BEL,0.57,2.87,398
821731,8/4/2019,Still Water (Seattle),USA,0.4,1.99,389
821732,8/5/2019,Butter Croissant (Munich),DEU,0.67,3.36,419
821733,8/6/2019,BLT Sandwich (Kirkland),USA,0.3,1.5,417
821734,8/7/2019,Peach Juice (Potsdam),DEU,0.87,4.33,371
821735,8/8/2019,Tomato Juice (Gdańsk),POL,0.42,2.09,417
821736,8/9/2019,Fruit Box (Geneva),CHE,0.6,3.02,494
821737,8/10/2019,Chocolate Chip Muffin (Potsdam),DEU,0.48,2.38,397
821738,8/11/2019,Porridge (Seattle),USA,0.58,2.91,381
821739,8/12/2019,Tea (Boston),USA,0.62,3.12,350
821740,8/13/2019,Granola Bar (Austin),USA,1.08,5.4,382
821741,8/14/2019,Butter Croissant (Potsdam),DEU,0.66,3.29,321
821742,8/15/2019,Fruit Box (Birmingham),GBR,0.36,1.81,355
821743,8/16/2019,Sparkling Water (San Diego),USA,0.6,3,380
821744,8/17/2019,BLT Sandwich (Potsdam),DEU,0.5,2.48,253
821745,8/18/2019,Orange Juice (Berlin),DEU,0.36,1.79,305
821746,8/19/2019,BLT Sandwich (Stuttgart),DEU,0.93,4.67,440
821747,8/20/2019,BLT Sandwich (Toronto),CAN,0.78,3.9,391
821748,8/21/2019,Butter Croissant (Dublin),IRL,0.65,3.25,203
821749,8/22/2019,Granola Bar (Sydney),AUS,0.57,2.84,380
821750,8/23/2019,Cheese & Pickle Sandwich (Odense),DNK,0.86,4.28,310
821751,8/24/2019,BLT Sandwich (Odense),DNK,0.57,2.83,421
821752,8/25/2019,Chocolate Twist (Southampton),GBR,0.75,3.75,281
821753,8/26/2019,Almond Croissant (Potsdam),DEU,1.03,5.14,363
821754,8/27/2019,Butter Croissant (Kraków),POL,0.91,4.53,473
821755,8/28/2019,Ham & Cheese Toastie (Graz),AUT,0.92,4.6,438
821756,8/29/2019,Butter Croissant (Munich),DEU,0.41,2.03,288
821757,8/30/2019,Tomato Juice (Hamilton),NZL,0.48,2.42,302
821758,8/31/2019,Cheese & Pickle Sandwich (Portland),USA,0.38,1.91,277
821759,9/1/2019,Toast (Canberra),AUS,1.09,5.45,308
821760,9/2/2019,Almond Croissant (Gdańsk),POL,0.81,4.06,415
821761,9/3/2019,Orange Juice (Stockholm),SWE,1.09,5.43,375
821762,9/4/2019,Apple Juice (Southampton),GBR,0.61,3.07,264
821763,9/5/2019,Still Water (London),GBR,0.54,2.69,289
821764,9/6/2019,Tomato Juice (Edinburgh),GBR,0.61,3.07,295
821765,9/7/2019,Granola Bar (Melbourne),AUS,0.39,1.94,211
821766,9/8/2019,Ham & Cheese Toastie (Strasbourg),FRA,0.35,1.73,400
821767,9/9/2019,Tomato Juice (Birmingham),GBR,0.6,2.99,464
821768,9/10/2019,Blueberry Muffin (Boston),USA,0.38,1.89,283
821769,9/11/2019,Sparkling Water (Hamilton),NZL,0.93,4.67,401
821770,9/12/2019,BLT Sandwich (Edinburgh),GBR,0.84,4.18,455
821771,9/13/2019,Sparkling Water (London),GBR,0.5,2.52,360
821772,9/14/2019,Still Water (Gdańsk),POL,0.5,2.48,475
821773,9/15/2019,Tomato Juice (Potsdam),DEU,0.48,2.41,438
821774,9/16/2019,Tuna Melt Panini (Strasbourg),FRA,1.08,5.42,325
821775,9/17/2019,Butter Croissant (Glasgow),GBR,0.79,3.93,336
821776,9/18/2019,Fruit Box (Salzburg),AUT,0.89,4.43,330
821777,9/19/2019,Fruit Box (Tromsø),NOR,0.32,1.6,326
821778,9/20/2019,Butter Croissant (Strasbourg),FRA,0.32,1.6,240
821779,9/21/2019,Peach Juice (Birmingham),GBR,0.56,2.82,338
821780,9/22/2019,Chicken Salad Sandwich (Galway),IRL,1.09,5.44,308
821781,9/23/2019,Cheese & Pickle Sandwich (San Francisco),USA,0.88,4.41,222
821782,9/24/2019,Sparkling Water (Kraków),POL,0.58,2.89,356
821783,9/25/2019,Ham & Cheese Toastie (Lausanne),CHE,0.54,2.7,347
821784,9/26/2019,Blueberry Muffin (Sønderborg),DNK,0.31,1.53,392
821785,9/27/2019,Butter Croissant (Hamilton),NZL,0.83,4.17,431
821786,9/28/2019,Chocolate Twist (Melbourne),AUS,0.62,3.09,449
821787,9/29/2019,Apple Juice (Southampton),GBR,0.93,4.67,392
821788,9/30/2019,Ham & Cheese Toastie (Toulouse),FRA,0.35,1.73,431
821789,10/1/2019,Cheese & Pickle Sandwich (Boston),USA,0.83,4.15,222
821790,10/2/2019,Ham & Cheese Toastie (Hamilton),NZL,0.65,3.25,440
821791,10/3/2019,Chicken Salad Sandwich (Brussels),BEL,0.96,4.79,309
821792,10/4/2019,Ham & Cheese Toastie (Munich),DEU,0.49,2.47,484
821793,10/5/2019,Butter Croissant (Stuttgart),DEU,1,5,260
821794,10/6/2019,Chocolate Twist (Paris),FRA,0.71,3.54,404
821795,10/7/2019,Orange Juice (Sønderborg),DNK,0.48,2.38,380
821796,10/8/2019,Chicken Fajita Wrap (Seattle),USA,0.37,1.86,456
821797,10/9/2019,Tuna Melt Panini (Glasgow),GBR,0.31,1.55,463
821798,10/10/2019,Coffee (Stockholm),SWE,0.88,4.41,206
821799,10/11/2019,Peach Juice (Potsdam),DEU,0.73,3.64,271
821800,10/12/2019,Still Water (Austin),USA,0.52,2.61,382
821801,10/13/2019,BLT Sandwich (Auckland),NZL,0.51,2.54,395
821802,10/14/2019,Tuna Melt Panini (Strasbourg),FRA,0.57,2.84,257
821803,10/15/2019,Chocolate Twist (Cardiff),GBR,0.82,4.08,452
821804,10/16/2019,Toast (Kirkland),USA,0.44,2.2,325
821805,10/17/2019,Tea (Graz),AUT,0.91,4.56,378
821806,10/18/2019,Apple Juice (Hamilton),NZL,0.34,1.68,403
821807,10/19/2019,Chicken Fajita Wrap (Auckland),NZL,0.31,1.54,273
821808,10/20/2019,Chocolate Chip Muffin (Sønderborg),DNK,0.42,2.08,359
821809,10/21/2019,Fruit Box (Stuttgart),DEU,0.55,2.75,384
821810,10/22/2019,Still Water (Brussels),BEL,0.98,4.9,448
821811,10/23/2019,Butter Croissant (Katowice),POL,0.68,3.41,448
821812,10/24/2019,Toast (Sønderborg),DNK,1.1,5.49,480
821813,10/25/2019,Lemon & Ginger Tea (San Francisco),USA,0.81,4.04,265
821814,10/26/2019,Green Tea (Dresden),DEU,0.71,3.54,281
821815,10/27/2019,Apple Juice (Auckland),NZL,0.92,4.61,206
821816,10/28/2019,Chicken Fajita Wrap (London),GBR,0.61,3.06,418
821817,10/29/2019,Tomato Juice (Sydney),AUS,0.62,3.11,308
821818,10/30/2019,BLT Sandwich (Hamburg),DEU,1.07,5.35,313
821819,10/31/2019,Chocolate Chip Muffin (Berlin),DEU,0.6,2.99,431
821820,11/1/2019,Toast (Southampton),GBR,0.7,3.51,480
821821,11/2/2019,Almond Croissant (Paris),FRA,0.94,4.68,496
821822,11/3/2019,Chicken Fajita Wrap (Hamburg),DEU,0.72,3.62,464
821823,11/4/2019,Porridge (Sydney),AUS,0.51,2.54,367
821824,11/5/2019,Almond Croissant (Copenhagan),DNK,0.69,3.44,221
821825,11/6/2019,Still Water (Auckland),NZL,0.72,3.58,282
821826,11/7/2019,Toast (Strasbourg),FRA,0.37,1.87,359
821827,11/8/2019,Peach Juice (Gdańsk),POL,1.07,5.33,325
821828,11/9/2019,Tomato Juice (Copenhagan),DNK,0.54,2.68,350
821829,11/10/2019,Cheese & Pickle Sandwich (Cardiff),GBR,0.45,2.26,227
821830,11/11/2019,Tea (Lausanne),CHE,0.84,4.22,378
821831,11/12/2019,Lemon & Ginger Tea (Dresden),DEU,0.6,2.99,457
821832,11/13/2019,Apple Juice (Tromsø),NOR,0.93,4.65,289
821833,11/14/2019,Ham & Cheese Toastie (Copenhagan),DNK,0.39,1.95,483
821834,11/15/2019,Cheese & Pickle Sandwich (Strasbourg),FRA,0.91,4.54,225
821835,11/16/2019,Orange Juice (Auckland),NZL,0.77,3.87,480
821836,11/17/2019,Lemon & Ginger Tea (Gdańsk),POL,0.58,2.9,447
821837,11/18/2019,Sparkling Water (Cardiff),GBR,0.87,4.36,220
821838,11/19/2019,Toast (San Diego),USA,0.34,1.71,388
821839,11/20/2019,Chicken Fajita Wrap (Canberra),AUS,0.77,3.84,398
821840,11/21/2019,Tea (Sydney),AUS,0.89,4.45,429
821841,11/22/2019,Cheese & Pickle Sandwich (Austin),USA,0.64,3.18,273
821842,11/23/2019,Cheese & Pickle Sandwich (Salzburg),AUT,0.55,2.74,272
821843,11/24/2019,Lemon & Ginger Tea (Kirkland),USA,0.43,2.14,207
821844,11/25/2019,Porridge (Odense),DNK,0.78,3.91,477
821845,11/26/2019,Still Water (Graz),AUT,0.98,4.91,271
821846,11/27/2019,BLT Sandwich (Manchester),GBR,0.34,1.71,238
821847,11/28/2019,Fruit Box (Seattle),USA,0.79,3.93,389
821848,11/29/2019,Porridge (Cardiff),GBR,0.61,3.06,282
821849,11/30/2019,Almond Croissant (Portland),USA,0.53,2.63,305
821850,12/1/2019,Cheese & Pickle Sandwich (Manchester),GBR,0.59,2.96,427
821851,12/2/2019,Fruit Box (Cardiff),GBR,0.77,3.87,369
821852,12/3/2019,Chocolate Twist (Manchester),GBR,0.49,2.44,392
821853,12/4/2019,Tea (Lille),FRA,0.51,2.55,409
821854,12/5/2019,Fruit Box (Canberra),AUS,0.68,3.38,455
821855,12/6/2019,Chocolate Twist (Dresden),DEU,0.53,2.67,351
821856,12/7/2019,Tea (Auckland),NZL,0.81,4.04,268
821857,12/8/2019,Sparkling Water (San Diego),USA,0.72,3.59,283
821858,12/9/2019,Toast (Birmingham),GBR,0.66,3.29,385
821859,12/10/2019,Chocolate Chip Muffin (Toulouse),FRA,0.9,4.5,398
821860,12/11/2019,Cheese & Pickle Sandwich (Vancouver),CAN,0.89,4.46,241
821861,12/12/2019,Apple Juice (Edinburgh),GBR,0.51,2.56,455
821862,12/13/2019,Peach Juice (Berlin),DEU,0.43,2.14,392
821863,12/14/2019,Tomato Juice (Tromsø),NOR,0.63,3.14,267
821864,12/15/2019,Peach Juice (Birmingham),GBR,0.45,2.26,349
821865,12/16/2019,Green Tea (Paris),FRA,0.94,4.7,408
821866,12/17/2019,Almond Croissant (Manchester),GBR,0.83,4.15,278
821867,12/18/2019,Tea (Hamilton),NZL,0.89,4.47,452
821868,12/19/2019,Tea (Boston),USA,0.42,2.12,457
821869,12/20/2019,Orange Juice (Boston),USA,0.56,2.82,454
821870,12/21/2019,Granola Bar (Hamilton),NZL,0.38,1.88,303
821871,12/22/2019,Cheese & Pickle Sandwich (Birmingham),GBR,1.01,5.03,323
821872,12/23/2019,Ham & Cheese Toastie (Lille),FRA,0.56,2.78,381
821873,12/24/2019,BLT Sandwich (Kraków),POL,0.67,3.37,414
821874,12/25/2019,Almond Croissant (Madison),USA,0.59,2.97,242
821875,12/26/2019,Sparkling Water (Hamburg),DEU,0.81,4.05,266
821876,12/27/2019,Porridge (Odense),DNK,0.66,3.32,361
821877,12/28/2019,Toast (Odense),DNK,0.7,3.5,476
821878,12/29/2019,Chicken Salad Sandwich (Vancouver),CAN,0.96,4.81,469
821879,12/30/2019,Chicken Salad Sandwich (Canberra),AUS,1.05,5.25,389
821880,12/31/2019,Coffee (Dublin),IRL,0.87,4.37,245
821881,1/1/2019,Tomato Juice (Dublin),IRL,0.34,1.68,370
821882,1/2/2019,Tomato Juice (Gdańsk),POL,0.79,3.96,427
821883,1/3/2019,Tomato Juice (Seattle),USA,0.66,3.29,465
